example_id,system,human_fluency,human_adequacy,human_overall,gold_preference,llm_direct_score,rubric_overall,rubric_fluency,rubric_adequacy,rubric_terminology,challenge_category,source_en,output_system_a,output_system_b,reference_hi,translation,trans_length,src_length,bleu
ex_032,B,4.0,4.3333,4.1667,B,4,4.5,4,5,5,negation_quantifier,"People now write messages on computer screens, never having to come close to a sharpener.","अब लोग कंप्यूटर के स्क्रीन पर संदेश लिखते हैं, कभी भी एक नुकीले पतलून के पास आए बिना।","लोग अब कंप्यूटर स्क्रीन पर संदेश लिखते हैं, कभी पेंसिल शार्पनर के पास नहीं जाना पड़ता।","लोग अब कंप्यूटर स्क्रीन पर संदेश लिखते हैं, शार्पनर का उपयोग करने की आवश्यकता नहीं पड़ती।","लोग अब कंप्यूटर स्क्रीन पर संदेश लिखते हैं, कभी पेंसिल शार्पनर के पास नहीं जाना पड़ता।",16,15,50.43545474510804
ex_033,A,3.6667,3.6667,3.6667,B,1,1.5,2,1,1,negation_quantifier,Israel demands an ongoing military presence in the valley for ten years once an agreement is signed while the PA agrees to leave such presence only for five years.,ईरान द्वारा किसी समझौते के तहत घाटी में लगातार सैन्य उपस्थिति को दस वर्षों तक बरकरार रखे जाने की मांग की जाती है जबकि पैलेस्टाइन अधिकार परिषद ऐसी उपस्थिति को केवल पांच वर्षों तक छोड़े जाने पर सहमत होती है।,"इज़राइल एक समझौते के हस्ताक्षर के बाद घाटी में दस वर्षों तक निरंतर सैन्य उपस्थिति की मांग करता है, जबकि पीए केवल पाँच वर्षों के लिए ऐसी उपस्थिति छोड़ने पर सहमत है।","किसी समझौते पर हस्ताक्षर होने के बाद इज़राइल, वर्तमान सैन्य स्थिति को अगले दस सालों तक बनाए रखने की मांग करता है, जबकि पीए वर्तमान सैन्य स्थिति को केवल पांच साल तक जारी रखने के लिए सहमत है।",ईरान द्वारा किसी समझौते के तहत घाटी में लगातार सैन्य उपस्थिति को दस वर्षों तक बरकरार रखे जाने की मांग की जाती है जबकि पैलेस्टाइन अधिकार परिषद ऐसी उपस्थिति को केवल पांच वर्षों तक छोड़े जाने पर सहमत होती है।,40,29,6.364996151971677
ex_033,B,4.3333,4.0,4.1667,B,4,4.75,4,5,5,negation_quantifier,Israel demands an ongoing military presence in the valley for ten years once an agreement is signed while the PA agrees to leave such presence only for five years.,ईरान द्वारा किसी समझौते के तहत घाटी में लगातार सैन्य उपस्थिति को दस वर्षों तक बरकरार रखे जाने की मांग की जाती है जबकि पैलेस्टाइन अधिकार परिषद ऐसी उपस्थिति को केवल पांच वर्षों तक छोड़े जाने पर सहमत होती है।,"इज़राइल एक समझौते के हस्ताक्षर के बाद घाटी में दस वर्षों तक निरंतर सैन्य उपस्थिति की मांग करता है, जबकि पीए केवल पाँच वर्षों के लिए ऐसी उपस्थिति छोड़ने पर सहमत है।","किसी समझौते पर हस्ताक्षर होने के बाद इज़राइल, वर्तमान सैन्य स्थिति को अगले दस सालों तक बनाए रखने की मांग करता है, जबकि पीए वर्तमान सैन्य स्थिति को केवल पांच साल तक जारी रखने के लिए सहमत है।","इज़राइल एक समझौते के हस्ताक्षर के बाद घाटी में दस वर्षों तक निरंतर सैन्य उपस्थिति की मांग करता है, जबकि पीए केवल पाँच वर्षों के लिए ऐसी उपस्थिति छोड़ने पर सहमत है।",32,29,20.14712872932804
ex_034,A,4.3333,4.0,4.1667,B,5,5.0,5,5,5,negation_quantifier,"All of the cave entrances, which were named ""The Seven Sisters"", are at least 100 to 250 meters (328 to 820 feet) in diameter.","सभी गुफा प्रवेश द्वार, जिनका नाम ""सात बहनें"" रखा गया था, कम से कम 100 से 250 मीटर (328 से 820 फीट) व्यास के हैं।","सभी गुफा के प्रवेश द्वार, जिन्हें “द सेवन सिस्टर्स” कहा गया था, कम से कम 100 से 250 मीटर (328 से 820 फीट) के व्यास के हैं।","सभी गुफाओं, जिनका नाम “सात बहनें” रखा गया, में घुसने की जगह का डायमीटर कम से कम 100 से 250 मीटर (328 से 820 फ़ीट) है.","सभी गुफा प्रवेश द्वार, जिनका नाम ""सात बहनें"" रखा गया था, कम से कम 100 से 250 मीटर (328 से 820 फीट) व्यास के हैं।",25,24,40.21952994725519
ex_034,B,4.3333,4.3333,4.3333,B,4,4.5,4,5,5,negation_quantifier,"All of the cave entrances, which were named ""The Seven Sisters"", are at least 100 to 250 meters (328 to 820 feet) in diameter.","सभी गुफा प्रवेश द्वार, जिनका नाम ""सात बहनें"" रखा गया था, कम से कम 100 से 250 मीटर (328 से 820 फीट) व्यास के हैं।","सभी गुफा के प्रवेश द्वार, जिन्हें “द सेवन सिस्टर्स” कहा गया था, कम से कम 100 से 250 मीटर (328 से 820 फीट) के व्यास के हैं।","सभी गुफाओं, जिनका नाम “सात बहनें” रखा गया, में घुसने की जगह का डायमीटर कम से कम 100 से 250 मीटर (328 से 820 फ़ीट) है.","सभी गुफा के प्रवेश द्वार, जिन्हें “द सेवन सिस्टर्स” कहा गया था, कम से कम 100 से 250 मीटर (328 से 820 फीट) के व्यास के हैं।",27,24,35.14417682044635
ex_035,A,3.3333,4.0,3.6667,B,4,4.5,4,5,5,negation_quantifier,"In remote locations, without cell phone coverage, a satellite phone may be your only option.","अपने आसपास कोई सेल फोन कवरेज न होने वाले दूरस्थ स्थानों पर, उपग्रह फोन आपका एकमात्र विकल्प हो सकता है।","दूरस्थ स्थानों में, जहाँ सेल फोन कवरेज नहीं है, एक सैटेलाइट फोन आपका एकमात्र विकल्प हो सकता है।","दूरस्थ स्थानों में, सेल फ़ोन कवरेज नहीं होने से, एक सेटेलाइट फ़ोन आपका एकमात्र विकल्प हो सकता है.","अपने आसपास कोई सेल फोन कवरेज न होने वाले दूरस्थ स्थानों पर, उपग्रह फोन आपका एकमात्र विकल्प हो सकता है।",20,15,21.89321973004432
ex_035,B,4.3333,4.3333,4.3333,B,5,5.0,5,5,5,negation_quantifier,"In remote locations, without cell phone coverage, a satellite phone may be your only option.","अपने आसपास कोई सेल फोन कवरेज न होने वाले दूरस्थ स्थानों पर, उपग्रह फोन आपका एकमात्र विकल्प हो सकता है।","दूरस्थ स्थानों में, जहाँ सेल फोन कवरेज नहीं है, एक सैटेलाइट फोन आपका एकमात्र विकल्प हो सकता है।","दूरस्थ स्थानों में, सेल फ़ोन कवरेज नहीं होने से, एक सेटेलाइट फ़ोन आपका एकमात्र विकल्प हो सकता है.","दूरस्थ स्थानों में, जहाँ सेल फोन कवरेज नहीं है, एक सैटेलाइट फोन आपका एकमात्र विकल्प हो सकता है।",18,15,34.55534847724185
ex_036,A,4.0,4.3333,4.1667,Tie,4,5.0,5,5,5,negation_quantifier,"He did not set a figure for the cuts, saying they will be made based on China's economic output.","उन्होंने कटौतियों के लिए कोई आंकड़ा नहीं बताया, कहा कि चीन के आर्थिक उत्पादन के आधार पर ये कटौतियां की जाएंगी।","उसने कटौती के लिए कोई आंकड़ा तय नहीं किया, यह कहते हुए कि वे चीन की आर्थिक उत्पादन के आधार पर की जाएंगी।","यह कहते हुए कि वे चीन के आर्थिक उत्पादन के आधार पर बनाए जाएँगे, उन्होंने कटौती के लिए कोई आँकड़ा निर्धारित नहीं किया.","उन्होंने कटौतियों के लिए कोई आंकड़ा नहीं बताया, कहा कि चीन के आर्थिक उत्पादन के आधार पर ये कटौतियां की जाएंगी।",21,19,30.69226563332742
ex_036,B,4.3333,4.3333,4.3333,Tie,4,4.5,4,5,5,negation_quantifier,"He did not set a figure for the cuts, saying they will be made based on China's economic output.","उन्होंने कटौतियों के लिए कोई आंकड़ा नहीं बताया, कहा कि चीन के आर्थिक उत्पादन के आधार पर ये कटौतियां की जाएंगी।","उसने कटौती के लिए कोई आंकड़ा तय नहीं किया, यह कहते हुए कि वे चीन की आर्थिक उत्पादन के आधार पर की जाएंगी।","यह कहते हुए कि वे चीन के आर्थिक उत्पादन के आधार पर बनाए जाएँगे, उन्होंने कटौती के लिए कोई आँकड़ा निर्धारित नहीं किया.","उसने कटौती के लिए कोई आंकड़ा तय नहीं किया, यह कहते हुए कि वे चीन की आर्थिक उत्पादन के आधार पर की जाएंगी।",23,19,45.2544756868924
ex_037,A,3.3333,4.0,3.6667,B,4,3.5,3,4,4,negation_quantifier,"Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.","कुछ अन्य विशेषज्ञों की तरह, वह इस बात पर संशय करते हैं कि मधुमेह का इलाज हो सकता है, जिसमें उल्लेख है कि ये खोज पहले से ही प्रकार 1 मधुमेह वाले लोगों के लिए कोई प्रासंगिकता नहीं रखते हैं।","कुछ अन्य विशेषज्ञों की तरह, वह यह संदेह करते हैं कि क्या मधुमेह का इलाज संभव है, यह बताते हुए कि ये निष्कर्ष उन लोगों के लिए अप्रासंगिक हैं जिनके पास पहले से टाइप 1 मधुमेह है।","कुछ अन्य विशेषज्ञों की तरह, उन्हें इस बात पर संदेह है कि क्या मधुमेह को ठीक किया जा सकता है, यह देखते हुए कि इन निष्कर्षों की उन लोगों के लिए कोई प्रासंगिकता नहीं है जिन्हें पहले से ही टाइप 1 मधुमेह है.","कुछ अन्य विशेषज्ञों की तरह, वह इस बात पर संशय करते हैं कि मधुमेह का इलाज हो सकता है, जिसमें उल्लेख है कि ये खोज पहले से ही प्रकार 1 मधुमेह वाले लोगों के लिए कोई प्रासंगिकता नहीं रखते हैं।",40,28,30.05344317427495
ex_037,B,4.0,4.0,4.0,B,4,4.5,4,5,5,negation_quantifier,"Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.","कुछ अन्य विशेषज्ञों की तरह, वह इस बात पर संशय करते हैं कि मधुमेह का इलाज हो सकता है, जिसमें उल्लेख है कि ये खोज पहले से ही प्रकार 1 मधुमेह वाले लोगों के लिए कोई प्रासंगिकता नहीं रखते हैं।","कुछ अन्य विशेषज्ञों की तरह, वह यह संदेह करते हैं कि क्या मधुमेह का इलाज संभव है, यह बताते हुए कि ये निष्कर्ष उन लोगों के लिए अप्रासंगिक हैं जिनके पास पहले से टाइप 1 मधुमेह है।","कुछ अन्य विशेषज्ञों की तरह, उन्हें इस बात पर संदेह है कि क्या मधुमेह को ठीक किया जा सकता है, यह देखते हुए कि इन निष्कर्षों की उन लोगों के लिए कोई प्रासंगिकता नहीं है जिन्हें पहले से ही टाइप 1 मधुमेह है.","कुछ अन्य विशेषज्ञों की तरह, वह यह संदेह करते हैं कि क्या मधुमेह का इलाज संभव है, यह बताते हुए कि ये निष्कर्ष उन लोगों के लिए अप्रासंगिक हैं जिनके पास पहले से टाइप 1 मधुमेह है।",37,28,24.17519759960427
ex_038,A,3.3333,3.6667,3.5,B,2,2.25,2,3,2,negation_quantifier,USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.,यूएसए जिम्नास्टिक्स एक स्वतंत्र जांच का समर्थन करता है जो लैरी नासर के शिकार बच्चों द्वारा बहुत साहसपूर्वक वर्णित दुर्भाग्यपूर्ण अपराध के अनुपात के बारे में प्रकाश डाले और इस तरह के दुर्भाग्यपूर्ण अपराध के लंबे समय तक अवलोकित रहने के बारे में जांच करे और आवश्यक और उचित परिवर्तनों का स्वीकरण करता है।,"यूएसए जिम्नास्टिक्स एक स्वतंत्र जांच का समर्थन करता है, जो यह स्पष्ट कर सकती है कि लैरी नासार के जीवित बचे लोगों द्वारा इतनी साहसपूर्वक वर्णित शोषण इतने लंबे समय तक अनदेखा क्यों रहा, और यह आवश्यक तथा उपयुक्त परिवर्तनों को अपनाता है।",यूएसए जिमनास्टिक्स एक स्वतंत्र जाँच का समर्थन करता है जो इस बात पर प्रकाश डाल सकता है कि लैरी नासर के बचे लोगों द्वारा इतनी हिम्मत से बताए गए प्रपोर्शन का दुरुपयोग इतने लंबे समय तक चल सकता था और किसी भी आवश्यक और उचित परिवर्तन को अपना सकता है.,यूएसए जिम्नास्टिक्स एक स्वतंत्र जांच का समर्थन करता है जो लैरी नासर के शिकार बच्चों द्वारा बहुत साहसपूर्वक वर्णित दुर्भाग्यपूर्ण अपराध के अनुपात के बारे में प्रकाश डाले और इस तरह के दुर्भाग्यपूर्ण अपराध के लंबे समय तक अवलोकित रहने के बारे में जांच करे और आवश्यक और उचित परिवर्तनों का स्वीकरण करता है।,54,39,13.985833886985464
ex_038,B,3.6667,3.0,3.3333,B,3,4.5,5,4,4,negation_quantifier,USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.,यूएसए जिम्नास्टिक्स एक स्वतंत्र जांच का समर्थन करता है जो लैरी नासर के शिकार बच्चों द्वारा बहुत साहसपूर्वक वर्णित दुर्भाग्यपूर्ण अपराध के अनुपात के बारे में प्रकाश डाले और इस तरह के दुर्भाग्यपूर्ण अपराध के लंबे समय तक अवलोकित रहने के बारे में जांच करे और आवश्यक और उचित परिवर्तनों का स्वीकरण करता है।,"यूएसए जिम्नास्टिक्स एक स्वतंत्र जांच का समर्थन करता है, जो यह स्पष्ट कर सकती है कि लैरी नासार के जीवित बचे लोगों द्वारा इतनी साहसपूर्वक वर्णित शोषण इतने लंबे समय तक अनदेखा क्यों रहा, और यह आवश्यक तथा उपयुक्त परिवर्तनों को अपनाता है।",यूएसए जिमनास्टिक्स एक स्वतंत्र जाँच का समर्थन करता है जो इस बात पर प्रकाश डाल सकता है कि लैरी नासर के बचे लोगों द्वारा इतनी हिम्मत से बताए गए प्रपोर्शन का दुरुपयोग इतने लंबे समय तक चल सकता था और किसी भी आवश्यक और उचित परिवर्तन को अपना सकता है.,"यूएसए जिम्नास्टिक्स एक स्वतंत्र जांच का समर्थन करता है, जो यह स्पष्ट कर सकती है कि लैरी नासार के जीवित बचे लोगों द्वारा इतनी साहसपूर्वक वर्णित शोषण इतने लंबे समय तक अनदेखा क्यों रहा, और यह आवश्यक तथा उपयुक्त परिवर्तनों को अपनाता है।",43,39,17.560239272285813
ex_039,A,3.0,3.6667,3.3333,B,5,5.0,5,5,5,negation_quantifier,"However, that is not true. Although there is something written on the back of the document, it is not a treasure map.","हालांकि, यह सच नहीं है। यद्यपि दस्तावेज़ के पीछे कुछ लिखा हुआ है, लेकिन यह एक खजाना नक्शा नहीं है।","हालाँकि, वह सही नहीं है। हालांकि दस्तावेज़ के पीछे कुछ लिखा हुआ है, यह एक खजाने का नक्शा नहीं है।","हालाँकि, यह सच नहीं है. हालाँकि दस्तावेज़ के पीछे कुछ लिखा हुआ है, लेकिन यह कोई ख़ज़ाने का नक्शा नहीं है.","हालांकि, यह सच नहीं है। यद्यपि दस्तावेज़ के पीछे कुछ लिखा हुआ है, लेकिन यह एक खजाना नक्शा नहीं है।",20,22,48.412773406823995
ex_039,B,4.0,3.3333,3.6667,B,4,4.75,4,5,5,negation_quantifier,"However, that is not true. Although there is something written on the back of the document, it is not a treasure map.","हालांकि, यह सच नहीं है। यद्यपि दस्तावेज़ के पीछे कुछ लिखा हुआ है, लेकिन यह एक खजाना नक्शा नहीं है।","हालाँकि, वह सही नहीं है। हालांकि दस्तावेज़ के पीछे कुछ लिखा हुआ है, यह एक खजाने का नक्शा नहीं है।","हालाँकि, यह सच नहीं है. हालाँकि दस्तावेज़ के पीछे कुछ लिखा हुआ है, लेकिन यह कोई ख़ज़ाने का नक्शा नहीं है.","हालाँकि, वह सही नहीं है। हालांकि दस्तावेज़ के पीछे कुछ लिखा हुआ है, यह एक खजाने का नक्शा नहीं है।",20,22,37.15862449513401
ex_040,A,3.6667,4.0,3.8333,B,3,3.25,3,4,3,negation_quantifier,"If you're not used to driving on country roads, keep your wits about you: steep grades, narrow lanes, and sharp curves predominate.","यदि आप ग्रामीण सड़कों पर ड्राइव करने के अभ्यास में नहीं हैं, तो अपने आप को ध्यान में रखें: तीव्र ढलान, संकरे मार्ग और तीखे मोड़ अधिकांश हैं।","यदि आप ग्रामीण सड़कों पर ड्राइविंग के आदी नहीं हैं, तो सतर्क रहें: तीव्र ढलान, संकरी लेन और तेज़ मोड़ प्रमुख हैं।","यदि आपको देश की सड़कों पर वाहन चलाने की आदत नहीं है, तो अपने साथ यह जानकारी रखें : स्टीप ग्रेड्‍स, पतली गलियाँ और ख़तरनाक मोड़.","यदि आप ग्रामीण सड़कों पर ड्राइव करने के अभ्यास में नहीं हैं, तो अपने आप को ध्यान में रखें: तीव्र ढलान, संकरे मार्ग और तीखे मोड़ अधिकांश हैं।",28,22,7.346761234551784
ex_040,B,4.3333,4.0,4.1667,B,4,4.75,5,5,4,negation_quantifier,"If you're not used to driving on country roads, keep your wits about you: steep grades, narrow lanes, and sharp curves predominate.","यदि आप ग्रामीण सड़कों पर ड्राइव करने के अभ्यास में नहीं हैं, तो अपने आप को ध्यान में रखें: तीव्र ढलान, संकरे मार्ग और तीखे मोड़ अधिकांश हैं।","यदि आप ग्रामीण सड़कों पर ड्राइविंग के आदी नहीं हैं, तो सतर्क रहें: तीव्र ढलान, संकरी लेन और तेज़ मोड़ प्रमुख हैं।","यदि आपको देश की सड़कों पर वाहन चलाने की आदत नहीं है, तो अपने साथ यह जानकारी रखें : स्टीप ग्रेड्‍स, पतली गलियाँ और ख़तरनाक मोड़.","यदि आप ग्रामीण सड़कों पर ड्राइविंग के आदी नहीं हैं, तो सतर्क रहें: तीव्र ढलान, संकरी लेन और तेज़ मोड़ प्रमुख हैं।",22,22,4.446139354825901
ex_041,A,4.0,4.0,4.0,A,4,4.25,4,5,4,long_complex,"Although pyramid-building in stone continued until the end of the Old Kingdom, the pyramids of Giza were never surpassed in their size and the technical excellence of their construction.","हालांकि पुराने राजवंश के अंत तक पत्थर के पिरामिड बनाए जाते रहे, लेकिन गीजा के पिरामिड की ऊंचाई और उनके निर्माण की तकनीकी शिखरता कभी नहीं पार की गई।","हालांकि पत्थर से पिरामिड निर्माण प्राचीन राज्य के अंत तक जारी रहा, गीज़ा के पिरामिड कभी भी अपने आकार और निर्माण की तकनीकी उत्कृष्टता में पीछे नहीं रहे।","हालाँकि, पुराने साम्राज्य के अंत तक पत्थर से पिरामिड निर्माण जारी रहा, कभी भी गीज़ा के पिरामिड के आकार और उनके निर्माण की तकनीकी उत्कृष्टता को पार नहीं किया जा सका।","हालांकि पुराने राजवंश के अंत तक पत्थर के पिरामिड बनाए जाते रहे, लेकिन गीजा के पिरामिड की ऊंचाई और उनके निर्माण की तकनीकी शिखरता कभी नहीं पार की गई।",29,29,21.660761852515353
ex_041,B,3.6667,4.3333,4.0,A,4,4.0,4,4,4,long_complex,"Although pyramid-building in stone continued until the end of the Old Kingdom, the pyramids of Giza were never surpassed in their size and the technical excellence of their construction.","हालांकि पुराने राजवंश के अंत तक पत्थर के पिरामिड बनाए जाते रहे, लेकिन गीजा के पिरामिड की ऊंचाई और उनके निर्माण की तकनीकी शिखरता कभी नहीं पार की गई।","हालांकि पत्थर से पिरामिड निर्माण प्राचीन राज्य के अंत तक जारी रहा, गीज़ा के पिरामिड कभी भी अपने आकार और निर्माण की तकनीकी उत्कृष्टता में पीछे नहीं रहे।","हालाँकि, पुराने साम्राज्य के अंत तक पत्थर से पिरामिड निर्माण जारी रहा, कभी भी गीज़ा के पिरामिड के आकार और उनके निर्माण की तकनीकी उत्कृष्टता को पार नहीं किया जा सका।","हालांकि पत्थर से पिरामिड निर्माण प्राचीन राज्य के अंत तक जारी रहा, गीज़ा के पिरामिड कभी भी अपने आकार और निर्माण की तकनीकी उत्कृष्टता में पीछे नहीं रहे।",28,29,25.69175166772664
ex_042,A,4.3333,4.3333,4.3333,Tie,4,3.5,3,4,4,long_complex,Ancient China had a unique way of showing different time periods; each stage of China or each family that was in power was a distinctive dynasty.,प्राचीन चीन के समय के अलग-अलग अवधि दिखाने का एक अद्वितीय तरीका था; चीन के प्रत्येक चरण या शक्ति में रहे प्रत्येक परिवार एक विशिष्ट राजवंश था।,प्राचीन चीन में अलग-अलग समयावधियों को दर्शाने का एक अनोखा तरीका था; चीन का हर चरण या सत्ता में रहने वाला हर परिवार एक विशिष्ट राजवंश था।,"प्राचीन चीन में अलग-अलग समय अवधि दिखाने का एक अनूठा तरीका था; चीन का प्रत्येक चरण या प्रत्येक परिवार जो सत्ता में था, एक ख़ास राजवंश था.",प्राचीन चीन के समय के अलग-अलग अवधि दिखाने का एक अद्वितीय तरीका था; चीन के प्रत्येक चरण या शक्ति में रहे प्रत्येक परिवार एक विशिष्ट राजवंश था।,27,26,23.516770258917337
ex_042,B,4.0,4.3333,4.1667,Tie,5,5.0,5,5,5,long_complex,Ancient China had a unique way of showing different time periods; each stage of China or each family that was in power was a distinctive dynasty.,प्राचीन चीन के समय के अलग-अलग अवधि दिखाने का एक अद्वितीय तरीका था; चीन के प्रत्येक चरण या शक्ति में रहे प्रत्येक परिवार एक विशिष्ट राजवंश था।,प्राचीन चीन में अलग-अलग समयावधियों को दर्शाने का एक अनोखा तरीका था; चीन का हर चरण या सत्ता में रहने वाला हर परिवार एक विशिष्ट राजवंश था।,"प्राचीन चीन में अलग-अलग समय अवधि दिखाने का एक अनूठा तरीका था; चीन का प्रत्येक चरण या प्रत्येक परिवार जो सत्ता में था, एक ख़ास राजवंश था.",प्राचीन चीन में अलग-अलग समयावधियों को दर्शाने का एक अनोखा तरीका था; चीन का हर चरण या सत्ता में रहने वाला हर परिवार एक विशिष्ट राजवंश था।,27,26,25.349016762360485
ex_043,A,4.0,4.0,4.0,A,4,3.5,3,4,4,long_complex,"As light pollution in their heyday was not the kind of problem it is today, they are usually located in cities or at campuses, easier to reach than those built in modern times.","अपने चरम तेजी पर उनके समय में प्रकाश प्रदूषण आज जैसी समस्या नहीं थी, इसलिए वे आमतौर पर शहरों या परिसरों में स्थित होते हैं, जो आधुनिक समय में बनाए गए उनकी तुलना में पहुंचने में आसान हैं।","क्योंकि उनके शिखर समय में प्रकाश प्रदूषण आज जैसा समस्या नहीं था, इसलिए वे आम तौर पर शहरों या कैंपसों में स्थित होते हैं, जो आधुनिक समय में निर्मित से पहुँचने में आसान होते हैं।","चूँकि उनकी शुरुआती दिनों में प्रकाश प्रदूषण आज की तरह की समस्या नहीं थी, वे आमतौर पर शहरों में या परिसरों में स्थित हैं, जहाँ आधुनिक समय में निर्मित जगहों की तुलना में पहुँचना आसान होता हैं।","अपने चरम तेजी पर उनके समय में प्रकाश प्रदूषण आज जैसी समस्या नहीं थी, इसलिए वे आमतौर पर शहरों या परिसरों में स्थित होते हैं, जो आधुनिक समय में बनाए गए उनकी तुलना में पहुंचने में आसान हैं।",38,33,29.01810729181888
ex_043,B,3.3333,3.3333,3.3333,A,4,4.0,4,4,4,long_complex,"As light pollution in their heyday was not the kind of problem it is today, they are usually located in cities or at campuses, easier to reach than those built in modern times.","अपने चरम तेजी पर उनके समय में प्रकाश प्रदूषण आज जैसी समस्या नहीं थी, इसलिए वे आमतौर पर शहरों या परिसरों में स्थित होते हैं, जो आधुनिक समय में बनाए गए उनकी तुलना में पहुंचने में आसान हैं।","क्योंकि उनके शिखर समय में प्रकाश प्रदूषण आज जैसा समस्या नहीं था, इसलिए वे आम तौर पर शहरों या कैंपसों में स्थित होते हैं, जो आधुनिक समय में निर्मित से पहुँचने में आसान होते हैं।","चूँकि उनकी शुरुआती दिनों में प्रकाश प्रदूषण आज की तरह की समस्या नहीं थी, वे आमतौर पर शहरों में या परिसरों में स्थित हैं, जहाँ आधुनिक समय में निर्मित जगहों की तुलना में पहुँचना आसान होता हैं।","क्योंकि उनके शिखर समय में प्रकाश प्रदूषण आज जैसा समस्या नहीं था, इसलिए वे आम तौर पर शहरों या कैंपसों में स्थित होते हैं, जो आधुनिक समय में निर्मित से पहुँचने में आसान होते हैं।",35,33,17.29378251379395
ex_044,A,4.0,4.3333,4.1667,B,4,4.5,4,5,5,long_complex,"Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate.","ऐतिहासिकों ने पुरानी एफबीआई नीतियों की आलोचना की है, जिसमें संसाधनों को ऐसे मामलों पर केंद्रित किया गया था जो हल करने में आसान थे, खासकर चोरी की गई कार के मामलों पर, एजेंसी के सफलता दर को बढ़ाने के उद्देश्य से।","इतिहासकारों ने पूर्व एफबीआई नीतियों की आलोचना की है कि वे संसाधनों को उन मामलों पर केंद्रित करते थे जिन्हें हल करना आसान होता है, विशेषकर चोरी हुई कारों के मामलों पर, एजेंसी की सफलता दर बढ़ाने के उद्देश्य से।","इतिहासकारों ने उन मामलों पर संसाधनों को केंद्रित करने के लिए एफबीआई की पिछली नीतियों की आलोचना की है जो एजेंसी की सफलता की दर को बढ़ाने के इरादे से हल करना आसान है,विशेष रूप से कार चोरी के मामलेा।","ऐतिहासिकों ने पुरानी एफबीआई नीतियों की आलोचना की है, जिसमें संसाधनों को ऐसे मामलों पर केंद्रित किया गया था जो हल करने में आसान थे, खासकर चोरी की गई कार के मामलों पर, एजेंसी के सफलता दर को बढ़ाने के उद्देश्य से।",42,29,18.512564665120745
ex_044,B,4.6667,4.3333,4.5,B,4,5.0,5,5,5,long_complex,"Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate.","ऐतिहासिकों ने पुरानी एफबीआई नीतियों की आलोचना की है, जिसमें संसाधनों को ऐसे मामलों पर केंद्रित किया गया था जो हल करने में आसान थे, खासकर चोरी की गई कार के मामलों पर, एजेंसी के सफलता दर को बढ़ाने के उद्देश्य से।","इतिहासकारों ने पूर्व एफबीआई नीतियों की आलोचना की है कि वे संसाधनों को उन मामलों पर केंद्रित करते थे जिन्हें हल करना आसान होता है, विशेषकर चोरी हुई कारों के मामलों पर, एजेंसी की सफलता दर बढ़ाने के उद्देश्य से।","इतिहासकारों ने उन मामलों पर संसाधनों को केंद्रित करने के लिए एफबीआई की पिछली नीतियों की आलोचना की है जो एजेंसी की सफलता की दर को बढ़ाने के इरादे से हल करना आसान है,विशेष रूप से कार चोरी के मामलेा।","इतिहासकारों ने पूर्व एफबीआई नीतियों की आलोचना की है कि वे संसाधनों को उन मामलों पर केंद्रित करते थे जिन्हें हल करना आसान होता है, विशेषकर चोरी हुई कारों के मामलों पर, एजेंसी की सफलता दर बढ़ाने के उद्देश्य से।",40,29,20.271170435109205
ex_045,A,3.6667,4.0,3.8333,B,4,4.0,3,4,5,long_complex,"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.","रविवार के अंत में, यूनाइटेड स्टेट्स के राष्ट्रपति डोनाल्ड ट्रंप, द्वारा प्रेस सचिव के माध्यम से दी गई घोषणा में कहा गया है कि यूएस सैनिक सीरिया छोड़ देंगे।","रविवार को देर से, संयुक्त राज्य अमेरिका के राष्ट्रपति डोनाल्ड ट्रम्प ने प्रेस सचिव के माध्यम से जारी एक बयान में घोषणा की कि अमेरिकी सैनिक सीरिया छोड़ देंगे।","रविवार को देर शाम, यूनाइटेड स्टेट्स के राष्ट्रपति डोनाल्ड ट्रंप ने प्रेस सेक्रेटरी के ज़रिए दिए बयान में बताया कि यूएस सेना सीरिया को छोड़ने वाली है.","रविवार के अंत में, यूनाइटेड स्टेट्स के राष्ट्रपति डोनाल्ड ट्रंप, द्वारा प्रेस सचिव के माध्यम से दी गई घोषणा में कहा गया है कि यूएस सैनिक सीरिया छोड़ देंगे।",29,24,22.963869978965583
